Problem Name,Step Name,KC(Default),E Conceptual,E Resolución,Dificultad
LIT20,coef 1, Consolidate vars with coeff,0.0,0.0706,1
LIT20,coef 1, Variable in denominator,0.2755,0.3467,6
LIT20,coef 1, nan,0.2308,0.1154,3
LIT20,coef 1, Extract to consolidate vars,0.7432,0.0676,8
LIT20,coef 1," Consolidate vars, any",0.4324,0.1622,6
LIT20,coef 1, Remove coefficient,0.0984,0.2951,4
LIT24,coef 1, Remove constant,0.0,0.1765,2
LIT24,coef 1, Consolidate vars with coeff,0.0,0.1429,1
LIT24,coef 1, Remove coefficient,0.2353,0.3529,6
LIT24,coef 1, nan,0.0,0.1176,1
LIT24,coef 1, Done?,1.0,0.0,10
LIT24,coef 1," Consolidate vars, no coeff",0.0,0.0,1
LIT24,coef 1, Select Eliminate Parens,0.5,0.0,5
LIT34,coef 1, Variable in denominator,0.16,0.32,5
LIT34,coef 1, nan,0.1905,0.1905,4
LIT34,coef 1, Remove positive coefficient,0.1364,0.2727,4
LIT34,coef 1, Done?,0.5,0.5,10
LIT19,coef 1, Remove constant,0.1667,0.4167,6
LIT19,coef 1, Consolidate vars with coeff,0.0833,0.0,1
LIT19,coef 1, Remove coefficient,0.3725,0.3137,7
LIT19,coef 1, nan,0.4,0.1143,5
LIT19,coef 1," Consolidate vars, no coeff",0.1111,0.4444,6
LIT19,coef 1, Done?,0.5,0.5,10
LIT35,coef 1, Variable in denominator,0.434,0.1981,6
LIT35,coef 1, nan,0.1154,0.1154,2
LIT35,coef 1, Remove coefficient,0.2154,0.1846,4
LIT35,coef 1, Done?,1.0,0.0,10
LIT29,coef 1, Remove constant,0.0635,0.2222,3
LIT29,coef 1, Consolidate vars with coeff,0.0,0.0465,1
LIT29,coef 1, Variable in denominator,0.3277,0.3613,7
LIT29,coef 1, nan,0.1132,0.1887,3
LIT29,coef 1, Remove coefficient,0.3129,0.4898,8
LIT29,coef 1, Done?,0.5,0.5,10
LIT29,coef 1, Eliminate Parens,0.2,0.4667,7
LIT29,coef 1," Consolidate vars, any",0.125,0.375,5
LIT29,coef 1, Extract to consolidate vars,0.1667,0.6667,8
LIT33,coef 1, Variable in denominator,0.4259,0.1667,6
LIT33,coef 1, nan,0.1486,0.0541,2
LIT33,coef 1, Remove coefficient,0.0,0.2069,2
LIT33,coef 1, Done?,1.0,0.0,10
LIT22,coef 1, Remove constant,0.1429,0.2857,4
LIT22,coef 1, Consolidate vars with coeff,0.1111,0.0,1
LIT22,coef 1, Remove coefficient,0.225,0.4,6
LIT22,coef 1, nan,0.12,0.16,3
LIT22,coef 1, Done?,0.7143,0.2857,10
LIT22,coef 1, Eliminate Parens,0.2222,0.3889,6
LIT22,coef 1, invert-mult,1.0,0.0,10
LIT22,coef 1," Consolidate vars, no coeff",0.0,0.0,1
LIT22,coef 1, Select Eliminate Parens,0.3333,0.0,3
LIT19A,coef 1, Remove constant,0.2063,0.0375,2
LIT19A,coef 1, Add/Subtract,0.0829,0.0,1
LIT19A,coef 1, Remove coefficient,0.2584,0.2584,5
LIT19A,coef 1, Multiply/Divide,0.3205,0.0712,4
LIT19A,coef 1, Eliminate Parens,0.3273,0.2909,6
LIT19A,coef 1, nan,0.1765,0.0,2
LIT19A,coef 1," Consolidate vars, no coeff",0.0,0.0,1
LIT19A,coef 1, Calculate Eliminate Parens,1.0,0.0,10
LIT19A,row1-N-s, nan,0.0,0.0,1
LIT19A,row1-D-s, nan,0.0,0.0,1
LIT19A,row1-N-v, nan,0.0,0.0,1
LIT19A,row2s, nan,0.0,0.0,1
LIT19A,row2v, nan,0.6667,0.0,7
LIT19A,row3-N-s, nan,0.5,0.0,5
LIT19A,row3-D-s, nan,0.5,0.0,5
LIT19A,row3-N-v, nan,0.6667,0.0,7
LIT19A,row3-D-v, nan,0.6667,0.0,7
LIT19A,FinalAnswer, simplify-fractions-sp,0.0,0.0,1
LIT19A,FinalAnswer, combine-like-terms-sp,0.0,0.0,1
LIT19A,FinalAnswer, distribute-sp~~perform-mult-r-sp~~combine-like-terms-r-sp,0.3137,0.1373,5
LIT19A,FinalAnswer, simplify-fractions-sp~~combine-like-terms-sp,0.0,0.0,1
LIT19A,pm-r-den-node, nan,0.0,0.0,1
LIT19A,pm-r-num-node, nan,0.4848,0.0909,6
LIT19A,clt-r-den-node, nan,0.0,0.0,1
LIT19A,clt-r-num-node, nan,0.2308,0.2308,5
LIT33A,coef 1, Variable in denominator,0.2133,0.2933,5
LIT33A,coef 1, Multiply/Divide,0.1275,0.0403,2
LIT33A,coef 1, Remove coefficient,0.1875,0.1667,4
LIT33A,coef 1, nan,0.0,0.4,4
LIT33A,FinalAnswer, perform-mult-r-sp,0.0,0.0,1
LIT33A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.25,0.0833,3
LIT33A,pm-r-num-node, nan,0.1667,0.1667,3
LIT33A,pm-r-den-node, nan,0.1667,0.1667,3
LIT33A,row2constant factors, nan,0.5,0.0,5
LIT33A,row3-N-constant factors, nan,0.0,0.0,1
LIT33A,row3-D-constant factors, nan,0.0,0.0,1
LIT33A,row1-D-constant factors, nan,0.0,0.0,1
LIT33A,row1-D-x, nan,0.0,0.0,1
LIT33A,row1-N-x, nan,0.0,0.0,1
LIT33A,row1-N-constant factors, nan,0.0,0.0,1
LIT33A,row3-N-x, nan,0.0,0.0,1
LIT33A,row3-D-x, nan,0.0,0.0,1
LIT33A,row2x, nan,0.3333,0.0,3
LIT33A,row1-N-c, nan,0.0,0.0,1
LIT33A,row1-D-c, nan,0.0,0.0,1
LIT33A,row2c, nan,0.0,0.0,1
LIT33A,row3-N-c, nan,0.0,0.0,1
LIT33A,row3-D-c, nan,0.0,0.0,1
LIT22A,coef 1, Remove constant,0.0433,0.1949,2
LIT22A,coef 1, Add/Subtract,0.0598,0.0684,1
LIT22A,coef 1, Remove coefficient,0.2614,0.3693,6
LIT22A,coef 1, Multiply/Divide,0.2811,0.3405,6
LIT22A,coef 1, nan,0.0,0.4,4
LIT22A,coef 1, Done?,0.0,1.0,10
LIT22A,row1-N-constant factors, nan,0.0,0.0,1
LIT22A,row1-N-s, nan,0.0,0.0,1
LIT22A,row1-D-constant factors, nan,0.1667,0.0,2
LIT22A,FinalAnswer, simplify-fractions-sp~~combine-like-terms-sp,0.04,0.2267,3
LIT22A,FinalAnswer, simplify-fractions-sp,0.5,0.25,8
LIT22A,FinalAnswer, combine-like-terms-sp,0.0,0.0,1
LIT22A,s1R1, nan,0.0,0.0,1
LIT22A,z1R1, nan,0.0,0.0,1
LIT22A,z2R1, nan,0.0755,0.0,1
LIT22A,sR2, nan,0.0769,0.2115,3
LIT22A,zR2, nan,0.1778,0.0,2
LIT22A,row1-D-s, nan,0.0,0.0,1
LIT22A,row2constant factors, nan,0.0,0.0,1
LIT22A,row2s, nan,0.0,0.0,1
LIT22A,row3-N-constant factors, nan,0.0,0.0,1
LIT22A,row3-D-constant factors, nan,0.0,0.0,1
LIT22A,row3-D-s, nan,0.0,0.0,1
LIT22A,row3-N-s, nan,0.0,0.0,1
LIT27A,coef 1, Remove constant,0.0531,0.0531,1
LIT27A,coef 1, Add/Subtract,0.0747,0.0166,1
LIT27A,coef 1, Remove coefficient,0.3118,0.1452,5
LIT27A,coef 1, Multiply/Divide,0.2853,0.1474,4
LIT27A,coef 1, Done?,1.0,0.0,10
LIT27A,g1R1, nan,0.0,0.0,1
LIT27A,g2R1, nan,0.0,0.0,1
LIT27A,r1R1, nan,0.0,0.0,1
LIT27A,rR2, nan,0.0,0.0,1
LIT27A,FinalAnswer, simplify-fractions-sp~~combine-like-terms-sp,0.0,0.0,1
LIT27A,row1-N-constant factors, nan,0.0,0.0,1
LIT27A,row1-D-constant factors, nan,0.0,0.0,1
LIT27A,row1-N-r, nan,0.0,0.0,1
LIT27A,row1-D-r, nan,0.0,0.0,1
LIT27A,row2constant factors, nan,0.0,0.0,1
LIT27A,row3-N-constant factors, nan,0.0,0.0,1
LIT27A,row3-D-constant factors, nan,0.0,0.0,1
LIT27A,row2r, nan,0.5,0.0,5
LIT27A,row3-D-r, nan,0.0,0.0,1
LIT27A,row3-N-r, nan,0.0,0.0,1
LIT25A,coef 1, Remove constant,0.0714,0.1429,2
LIT25A,coef 1, Add/Subtract,0.0435,0.087,1
LIT25A,coef 1, Remove coefficient,0.2273,0.2727,5
LIT25A,coef 1, Multiply/Divide,0.2656,0.125,4
LIT23A,coef 1, Remove constant,0.1111,0.2963,4
LIT23A,coef 1, Add/Subtract,0.1053,0.0526,2
LIT23A,coef 1, Remove coefficient,0.2571,0.2857,5
LIT23A,coef 1, Multiply/Divide,0.2807,0.1404,4
LIT23A,coef 1, Eliminate Parens,0.3636,0.3636,7
LIT23A,coef 1, Done?,0.6667,0.3333,10
LIT23A,coef 1, Consolidate vars with coeff,0.0,0.0,1
LIT23A,row2j, nan,0.0,0.5,5
LIT23A,FinalAnswer, simplify-fractions-sp,0.0,0.0,1
LIT23A,FinalAnswer, combine-like-terms-sp,0.0,0.0,1
LIT23A,FinalAnswer, simplify-fractions-sp~~combine-like-terms-sp,0.0,0.3333,3
LIT23A,n*jR2, nan,0.0,0.0,1
LIT23A,constant termsR2, nan,0.0,0.0,1
LIT23A,n*j1R1, nan,0.0,0.0,1
LIT23A,constant terms1R1, nan,0.3333,0.0,3
LIT23A,constant terms2R1, nan,0.5,0.0,5
LIT23A,row1-N-j, nan,0.0,0.0,1
LIT23A,row1-N-n, nan,0.0,0.0,1
LIT23A,row1-D-n, nan,0.0,0.0,1
LIT23A,row1-D-j, nan,0.0,0.0,1
LIT23A,row3-N-n, nan,0.0,0.0,1
LIT23A,row3-D-j, nan,0.0,0.0,1
LIT23A,row3-D-n, nan,0.0,0.0,1
LIT23A,row2n, nan,0.5,0.0,5
LIT23A,row3-N-j, nan,0.5,0.0,5
LIT32A,coef 1, Variable in denominator,0.1956,0.0,2
LIT32A,coef 1, Multiply/Divide,0.0984,0.0479,1
LIT32A,coef 1, Remove coefficient,0.2727,0.1212,4
LIT32A,coef 1, nan,0.3711,0.3711,7
LIT32A,pm-r-num-node, nan,0.6,0.15,8
LIT32A,pm-r-den-node, nan,0.1379,0.0,1
LIT32A,FinalAnswer, perform-mult-r-sp,0.0,0.0,1
LIT32A,FinalAnswer, simplify-fractions-sp~~perform-mult-sp~~perform-mult-r-sp,0.3,0.1,4
LIT32A,FinalAnswer, simplify-fractions-sp,0.0,0.0,1
LIT32A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.25,0.25,5
LIT32A,row1-N--k, nan,0.0,0.0,1
LIT32A,row1-N-t, nan,0.0,0.0,1
LIT32A,row1-D-t, nan,0.0,0.0,1
LIT32A,row2t, nan,0.0,0.0,1
LIT32A,row1-D--k, nan,0.0,0.0,1
LIT32A,row2-k, nan,0.3333,0.0,3
LIT32A,row3-N--k, nan,0.3333,0.0,3
LIT32A,row3-N-t, nan,0.0,0.0,1
LIT32A,row3-D--k, nan,0.0,0.0,1
LIT32A,row3-D-t, nan,0.0,0.0,1
LIT32A,constant factors2R1, nan,0.3333,0.0,3
LIT32A,k1R1, nan,0.0,0.0,1
LIT32A,kR2, perform-mult-row2-sp,0.0,0.0,1
LIT32A,constant factors1R1, nan,0.0,0.0,1
LIT32A,constant factorsR2, perform-mult-row2-sp,0.6667,0.0,7
LIT29A,coef 1, Remove constant,0.0,0.2432,2
LIT29A,coef 1, Multiply/Divide,0.1929,0.2314,4
LIT29A,coef 1, Add/Subtract,0.0803,0.0,1
LIT29A,coef 1, Variable in denominator,0.2531,0.377,6
LIT29A,coef 1, Eliminate Parens,0.0517,0.1034,2
LIT29A,coef 1, nan,0.5133,0.2478,8
LIT29A,coef 1, Remove coefficient,0.2439,0.3902,6
LIT29A,coef 1, Extract to consolidate vars,0.3043,0.3261,6
LIT29A,coef 1, Consolidate vars with coeff,0.4,0.4,8
LIT29A,FinalAnswer, distribute-sp~~perform-mult-r-sp~~factor-sp,0.2727,0.2727,5
LIT29A,FinalAnswer, distribute-sp~~factor-sp,0.3333,0.0,3
LIT29A,FinalAnswer, combine-like-terms-sp~~perform-mult-r-sp,0.25,0.0,3
LIT29A,FinalAnswer, simplify-fractions-sp,0.0,0.0,1
LIT29A,FinalAnswer, distribute-sp~~simplify-fractions-sp~~perform-mult-sp~~perform-mult-r-sp~~factor-sp,0.2466,0.4384,7
LIT29A,di-expr, nan,0.0,0.0938,1
LIT29A,INNERt1, nan,0.0,0.0714,1
LIT29A,INNERt2, nan,0.5128,0.1538,7
LIT29A,v1R1, nan,0.0,0.0,1
LIT29A,1/t1R1, nan,0.0,0.0,1
LIT29A,v2R1, nan,0.6,0.0,6
LIT29A,vR2, nan,0.5,0.0,5
LIT29A,vR2, perform-mult-row2-sp,0.0,0.0,1
LIT29A,1/tR2, nan,0.0,0.0,1
LIT29A,pm-r-num-node, nan,0.6,0.2,8
LIT29A,pm-r-den-node, nan,0.0,0.375,4
LIT29A,t1R1, nan,0.0,0.0,1
LIT29A,constant factors1R1, nan,0.5,0.0,5
LIT29A,constant factorsR2, perform-mult-row2-sp,0.0,0.0,1
LIT29A,tR2, perform-mult-row2-sp,0.0,0.0,1
LIT29A,row1-N-constant factors, nan,0.0,0.0,1
LIT29A,row1-N-t, nan,0.0,0.0,1
LIT29A,row1-D-t, nan,0.2222,0.0,2
LIT29A,row1-D-constant factors, nan,0.0,0.0,1
LIT29A,row2constant factors, nan,0.5455,0.1818,7
LIT29A,row2t, nan,0.5625,0.125,7
LIT29A,row3-N-constant factors, nan,0.0,0.0,1
LIT29A,row3-N-t, nan,0.375,0.0,4
LIT29A,row3-D-constant factors, nan,0.0,0.0,1
LIT29A,row3-D-t, nan,0.5625,0.125,7
LIT29A,INNER-t2, nan,0.5,0.25,8
LIT29A,INNER-t1, nan,0.5,0.3333,8
LIT29A,row1-N-z-v, nan,0.0,0.0,1
LIT29A,row1-D-z-v, nan,0.0,0.0,1
LIT29A,row2z-v, nan,0.6,0.2,8
LIT29A,row3-N-z-v, nan,0.6,0.2,8
LIT29A,row3-D-z-v, nan,0.6,0.2,8
LIT36A,coef 1, Variable in denominator,0.1538,0.0,2
LIT36A,coef 1, Multiply/Divide,0.1475,0.0328,2
LIT36A,coef 1, Remove coefficient,0.0,0.0,1
LIT36A,coef 1, nan,0.3333,0.3333,7
LIT36A,pm-r-num-node, nan,0.0,0.4,4
LIT36A,pm-r-den-node, nan,0.0,0.25,3
LIT36A,FinalAnswer, perform-mult-r-sp,0.0,0.3333,3
LIT36A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.3636,0.1818,5
LIT36A,row1-N-a, nan,0.0,0.0,1
LIT36A,row1-N--q, nan,0.0,0.0,1
LIT36A,row1-D--q, nan,0.5,0.0,5
LIT36A,row1-D-a, nan,0.0,0.0,1
LIT36A,row2a, nan,0.0,0.0,1
LIT36A,row2-q, nan,0.25,0.25,5
LIT36A,row3-N-a, nan,0.0,0.25,3
LIT36A,row3-N--q, nan,0.5,0.1667,7
LIT36A,row3-D-a, nan,0.4286,0.1429,6
LIT36A,row3-D--q, nan,0.0,0.0,1
LIT36A,row1-N-constant factors, nan,0.0,0.0,1
LIT36A,row1-D-constant factors, nan,0.0,0.0,1
LIT36A,row2constant factors, nan,0.0,0.0,1
LIT36A,row3-N-constant factors, nan,0.0,0.0,1
LIT36A,row3-D-constant factors, nan,0.0,0.0,1
LIT46A,coef 1, Variable in denominator,0.0692,0.2077,3
LIT46A,coef 1, Multiply/Divide,0.3931,0.1597,6
LIT46A,coef 1, Remove coefficient,0.3043,0.3439,6
LIT46A,coef 1, nan,0.2143,0.3929,6
LIT46A,pm-r-num-node, nan,0.3478,0.1739,5
LIT46A,pm-r-den-node, nan,0.1333,0.1333,3
LIT46A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.5625,0.1625,7
LIT46A,FinalAnswer, perform-mult-r-sp,0.5,0.0,5
LIT46A,row1-N-constant factors, nan,0.1818,0.0,2
LIT46A,row1-N-q, nan,0.0,0.0,1
LIT46A,row1-D-q, nan,0.0,0.0,1
LIT46A,row1-D-constant factors, nan,0.2,0.0,2
LIT46A,row2constant factors, nan,0.4286,0.0,4
LIT46A,row2q, nan,0.4,0.0,4
LIT46A,row3-N-constant factors, nan,0.1818,0.0,2
LIT46A,row3-N-q, nan,0.3077,0.0,3
LIT46A,row3-D-constant factors, nan,0.2727,0.0,3
LIT46A,row3-D-q, nan,0.1818,0.0,2
LIT46A,row1-N-j, nan,0.0,0.0,1
LIT46A,row1-D-j, nan,0.0,0.0,1
LIT46A,row2j, nan,0.5,0.0,5
LIT46A,row3-N-j, nan,0.0,0.0,1
LIT46A,row3-D-j, nan,0.0,0.0,1
LIT31A,coef 1, Variable in denominator,0.0741,0.0,1
LIT31A,coef 1, Multiply/Divide,0.0924,0.0504,1
LIT31A,coef 1, Remove coefficient,0.1481,0.0,1
LIT31A,coef 1, nan,0.0,0.3333,3
LIT31A,pm-r-num-node, nan,0.375,0.25,6
LIT31A,pm-r-den-node, nan,0.3333,0.1667,5
LIT31A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.0,0.3571,4
LIT31A,row1-N-u, nan,0.0,0.0,1
LIT31A,row1-D-u, nan,0.0,0.0,1
LIT31A,row1-D-m, nan,0.0,0.0,1
LIT31A,row1-N-m, nan,0.0,0.0,1
LIT31A,row2u, nan,0.0,0.0,1
LIT31A,row3-N-m, nan,0.0,0.0,1
LIT31A,row3-N-u, nan,0.0,0.0,1
LIT31A,row3-D-m, nan,0.0,0.0,1
LIT31A,row3-D-u, nan,0.0,0.0,1
LIT31A,row2m, nan,0.4,0.0,4
LIT31A,row1-N--h, nan,0.0,0.0,1
LIT31A,row1-D-constant factors, nan,0.0,0.0,1
LIT31A,row1-D-h, nan,0.0,0.0,1
LIT31A,row1-N-h, nan,0.6,0.0,6
LIT31A,row1-D--h, nan,0.3333,0.0,3
LIT31A,row1-N-constant factors, nan,0.0,0.0,1
LIT31A,row2constant factors, nan,0.0,0.0,1
LIT31A,row2-h, nan,0.0,0.0,1
LIT31A,row2h, nan,0.3333,0.0,3
LIT31A,row3-N-constant factors, nan,0.0,0.0,1
LIT31A,row3-N--h, nan,0.0,0.0,1
LIT31A,row3-N-h, nan,0.3333,0.0,3
LIT31A,row3-D--h, nan,0.0,0.0,1
LIT31A,row3-D-h, nan,0.3333,0.0,3
LIT31A,row3-D-constant factors, nan,0.5,0.0,5
LIT24A,coef 1, Remove constant,0.1786,0.3214,5
LIT24A,coef 1, Add/Subtract,0.2449,0.1429,4
LIT24A,coef 1, Remove coefficient,0.125,0.4375,6
LIT24A,coef 1, Multiply/Divide,0.2929,0.1414,4
LIT24A,a1R1, nan,0.0,0.0,1
LIT24A,constant terms1R1, nan,0.0,0.0,1
LIT24A,constant terms2R1, nan,0.3333,0.0,3
LIT24A,aR2, nan,0.0,0.0,1
LIT24A,constant termsR2, nan,0.0,0.0,1
LIT24A,FinalAnswer, simplify-fractions-sp~~combine-like-terms-sp,0.0,0.2,2
LIT24A,row1-N-constant factors, nan,0.3333,0.0,3
LIT24A,row1-N-a, nan,0.0,0.0,1
LIT24A,row1-D-constant factors, nan,0.0,0.0,1
LIT24A,row1-D-a, nan,0.3333,0.0,3
LIT24A,row2constant factors, nan,0.0,0.0,1
LIT24A,row2a, nan,0.3333,0.0,3
LIT24A,row3-N-constant factors, nan,0.3333,0.0,3
LIT24A,row3-N-a, nan,0.3333,0.0,3
LIT24A,row3-D-constant factors, nan,0.0,0.3333,3
LIT24A,row3-D-a, nan,0.3333,0.0,3
LIT35A,coef 1, Variable in denominator,0.3354,0.0,3
LIT35A,coef 1, Multiply/Divide,0.2177,0.1348,4
LIT35A,coef 1, Remove coefficient,0.0333,0.15,2
LIT35A,coef 1, nan,0.4545,0.1818,6
LIT35A,coef 1, Done?,0.5,0.5,10
LIT35A,pm-r-num-node, nan,0.3621,0.1897,6
LIT35A,pm-r-den-node, nan,0.0968,0.0645,2
LIT35A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.2963,0.0617,4
LIT35A,FinalAnswer, perform-mult-sp~~perform-mult-r-sp,0.0,0.0,1
LIT35A,row1-N-constant factors, nan,0.0,0.0,1
LIT35A,row1-N-c, nan,0.2857,0.0,3
LIT35A,row1-D-c, nan,0.0,0.0,1
LIT35A,row1-D-constant factors, nan,0.0,0.0,1
LIT35A,row2constant factors, nan,0.5714,0.1429,7
LIT35A,row2c, nan,0.2143,0.0,2
LIT35A,row3-N-c, nan,0.4211,0.0,4
LIT35A,row3-N-constant factors, nan,0.7143,0.0,7
LIT35A,row3-D-constant factors, nan,0.3333,0.0,3
LIT35A,row3-D-c, nan,0.0833,0.0,1
LIT35A,row1-N-x, nan,0.0,0.0,1
LIT35A,row2x, nan,0.0,0.0,1
LIT35A,row3-N-x, nan,0.1667,0.0,2
LIT35A,row1-D-x, nan,0.5,0.0,5
LIT35A,row3-D-x, nan,0.7778,0.0,8
LIT37A,coef 1, Variable in denominator,0.1111,0.1667,3
LIT37A,coef 1, Multiply/Divide,0.1511,0.1007,3
LIT37A,coef 1, Remove coefficient,0.1875,0.0,2
LIT37A,coef 1, nan,0.3889,0.3333,7
LIT37A,FinalAnswer, perform-mult-r-sp,0.0,0.0,1
LIT37A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.5909,0.1364,7
LIT37A,FinalAnswer, simplify-fractions-sp,0.8,0.0,8
LIT37A,pm-r-num-node, nan,0.7059,0.1176,8
LIT37A,pm-r-den-node, nan,0.0,0.0,1
LIT37A,row1-N-y, nan,0.0,0.0,1
LIT37A,row1-N-u, nan,1.0,0.0,10
LIT37A,row1-N--u, nan,1.0,0.0,10
LIT37A,row2y, nan,0.0,0.0,1
LIT37A,row2z, nan,0.9,0.0,9
LIT37A,row1-D-y, nan,0.0,0.0,1
LIT37A,row1-N-z, nan,0.0,0.0,1
LIT37A,row1-D-z, nan,0.0,0.0,1
LIT37A,row3-N-y, nan,0.6667,0.0,7
LIT37A,row3-N-z, nan,0.0,0.0,1
LIT37A,row3-D-y, nan,0.5,0.25,8
LIT37A,row3-D-z, nan,0.0,0.0,1
LIT20A,coef 1, Remove constant,0.09,0.0,1
LIT20A,coef 1, Add/Subtract,0.0,0.0698,1
LIT20A,coef 1, Variable in denominator,0.2463,0.1343,4
LIT20A,coef 1, Multiply/Divide,0.2149,0.0458,3
LIT20A,coef 1, Remove coefficient,0.1389,0.4444,6
LIT20A,coef 1, Eliminate Parens,0.4,0.0,4
LIT20A,coef 1, Extract to consolidate vars,0.5455,0.0,5
LIT20A,coef 1, nan,0.25,0.5,8
LIT20A,di-expr, nan,0.0,0.1111,1
LIT20A,INNERd1, nan,0.0,0.0,1
LIT20A,INNERd2, nan,0.7,0.1,8
LIT20A,FinalAnswer, distribute-sp~~simplify-fractions-sp~~perform-mult-r-sp~~factor-sp,0.3333,0.0,3
LIT20A,FinalAnswer, distribute-sp~~perform-mult-r-sp,0.0,0.0,1
LIT20A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.1111,0.5556,7
LIT20A,FinalAnswer, factor-sp,0.6667,0.0,7
LIT20A,FinalAnswer, distribute-sp~~factor-sp,0.0,0.0,1
LIT20A,pm-r-num-node, nan,0.75,0.125,9
LIT20A,pm-r-den-node, nan,0.0,0.0,1
LIT20A,row1-N-d, nan,0.0,0.0,1
LIT20A,row1-N-s, nan,0.0,0.0,1
LIT20A,row1-D-s, nan,0.0,0.0,1
LIT20A,row1-D-d, nan,0.0,0.0,1
LIT20A,row3-N-d, nan,0.5,0.1667,7
LIT20A,row3-N-s, nan,0.5,0.0,5
LIT20A,row3-D-d, nan,0.0,0.0,1
LIT20A,row3-D-s, nan,0.4,0.4,8
LIT20A,row2d, nan,0.4286,0.2857,7
LIT20A,row2s, nan,0.6667,0.0,7
LIT20A,row1-N-f-c, nan,0.0,0.0,1
LIT20A,row1-D-f-c, nan,0.5,0.0,5
LIT20A,row2f-c, nan,0.6,0.2,8
LIT20A,row3-N-f-c, nan,0.0,0.0,1
LIT20A,row3-D-f-c, nan,0.0,0.0,1
LIT21A,coef 1, Variable in denominator,0.0556,0.0,1
LIT21A,coef 1, Multiply/Divide,0.1383,0.0426,2
LIT21A,coef 1, Remove coefficient,0.25,0.0,3
LIT21A,coef 1, Done?,1.0,0.0,10
LIT21A,coef 1, nan,0.0,0.375,4
LIT21A,pm-r-num-node, nan,0.2143,0.0,2
LIT21A,FinalAnswer, perform-mult-r-sp,0.0,0.0,1
LIT21A,FinalAnswer, simplify-fractions-sp,0.5,0.0,5
LIT21A,FinalAnswer, simplify-fractions-sp~~perform-mult-r-sp,0.3333,0.1111,4
LIT21A,FinalAnswer, perform-mult-sp~~perform-mult-r-sp,0.2857,0.0,3
LIT21A,row1-N-q, nan,0.0,0.0,1
LIT21A,row1-D-r, nan,0.3333,0.0,3
LIT21A,row1-N-r, nan,0.0,0.0,1
LIT21A,row2r, nan,0.0,0.0,1
LIT21A,row2q, nan,0.5,0.0,5
LIT21A,row3-N-q, nan,0.3333,0.0,3
LIT21A,row3-N-r, nan,0.3333,0.0,3
LIT21A,row3-D-q, nan,0.5,0.0,5
LIT21A,pm-r-den-node, nan,0.0,0.0,1
LIT21A,row1-D-q, nan,0.0,0.0,1
LIT21A,row3-D-r, nan,0.6667,0.0,7
LIT21A,f1R1, nan,0.0,0.0,1
LIT21A,q1R1, nan,0.0,0.0,1
LIT21A,constant factors2R1, nan,0.0,0.0,1
LIT21A,constant factors1R1, nan,0.0,0.0,1
LIT21A,constant factorsR2, perform-mult-row2-sp,0.3333,0.0,3
LIT21A,fR2, perform-mult-row2-sp,0.0,0.0,1
LIT21A,qR2, perform-mult-row2-sp,0.0,0.0,1
LIT26A,coef 1, Remove constant,0.1333,0.2,3
LIT26A,coef 1, Add/Subtract,0.0435,0.0,1
LIT26A,coef 1, Remove coefficient,0.0,0.1875,2
LIT26A,coef 1, Multiply/Divide,0.1875,0.0625,3
LIT26A,coef 1, Select Eliminate Parens,0.5714,0.2857,9
LIT26A,coef 1, Consolidate vars with coeff,0.0,0.0,1
LIT26A,FinalAnswer, combine-like-terms-sp,0.0,0.0,1
LIT26A,FinalAnswer, simplify-fractions-sp~~combine-like-terms-sp,0.0,0.0,1
LIT26A,u*z1R1, nan,0.0,0.0,1
LIT26A,constant terms1R1, nan,0.0,0.0,1
LIT26A,constant terms2R1, nan,0.3333,0.0,3
LIT26A,constant termsR2, nan,0.0,0.0,1
LIT26A,row1-N-u, nan,0.0,0.0,1
LIT26A,row1-D-u, nan,0.0,0.0,1
LIT26A,row2u, nan,0.0,0.0,1
LIT26A,row3-N-u, nan,0.0,0.0,1
LIT26A,row3-D-u, nan,0.0,0.0,1
LIT26A,row3-D-z, nan,0.0,0.0,1
LIT26A,row1-D-z, nan,0.0,0.0,1
LIT26A,row2z, nan,0.0,0.0,1
LIT26A,row1-N-z, nan,0.0,0.0,1
LIT26A,row3-N-z, nan,0.0,0.0,1
LIT28A,coef 1, Remove constant,0.0,0.3529,4
LIT28A,coef 1, Add/Subtract,0.08,0.0,1
LIT28A,coef 1, Variable in denominator,0.2222,0.4074,6
LIT28A,coef 1, Multiply/Divide,0.1096,0.3288,4
LIT28A,coef 1, Remove coefficient,0.069,0.6897,8
LIT28A,coef 1, Eliminate Parens,0.1579,0.3158,5
LIT28A,coef 1, Extract to consolidate vars,0.375,0.375,8
LIT28A,coef 1, nan,0.2308,0.4615,7
LIT28A,FinalAnswer, distribute-sp,0.0,0.0,1
LIT28A,FinalAnswer, distribute-sp~~simplify-fractions-sp~~perform-mult-r-sp~~factor-sp,0.0,0.1429,1
